cell_name,cell_idx,drug_name,drug_idx,IC50
A3-KAW,297,Z-LLNle-CHO,407,-0.400236
CAL-78,629,Teniposide,352,1.718302
EB-3,534,Pemetrexed,274,4.070216
HeLa,569,IC-87114,185,5.210098
NCI-H716,526,CI-1033,97,3.925089
NCI-N87,814,XMD11-85h,399,4.268645
G-292-Clone-A141B1,580,UNC0379,371,3.094376
KARPAS-45,695,EPZ004777,135,4.487178
ES4,109,Doxorubicin,125,-3.318216
LOUCY,172,GSK2830371,167,3.763511
BV-173,659,AZD5153,47,-2.468722
RKN,183,ABT737,7,3.932334
MOLT-13,244,Fedratinib,140,-0.39585
TT,286,NPK76-II-72-1,245,4.932712
EFM-19,735,Sapitinib,316,3.725874
FU97,303,Pemetrexed,274,3.695644
NCI-H596,796,Bryostatin 1,79,-1.770008
Ca9-22,291,KU-60019,207,2.101994
MSTO-211H,413,Telomerase Inhibitor IX,349,-0.635461
MDA-MB-175-VII,410,GSK591,171,5.42833
MFE-296,164,Masitinib,224,3.7753
IA-LM,143,ZSTK474,412,2.150922
NCI-H1155,419,Seliciclib,325,3.980751
PANC-04-03,806,Belinostat,62,3.581522
HCC1954,590,LCL161,210,5.34101
IST-MEL1,78,QL-XI-92,299,4.51711
HO-1-N-1,380,NU7441,249,2.637775
CCK-81,289,AT-7519,30,2.027085
VAL,230,Crizotinib,105,0.930361
Daoy,601,Osimertinib,259,2.410171
JHH-7,396,Temsirolimus,351,0.755853
TCCSUP,851,Alectinib,17,4.521138
GCIY,116,Bryostatin 1,79,-2.931021
HCC1599,593,CP724714,102,4.378855
KYSE-270,714,Ruxolitinib,311,4.724111
SUP-T1,818,FMK,144,4.272372
HuO-3N1,372,PFI3,281,6.028289
SK-GT-4,285,Amuvatinib,22,5.559017
D-392MG,335,Irinotecan,193,3.578865
COLO-320-HSR,566,NG-25,242,2.07431
MDA-MB-468,406,Bortezomib,75,-6.172591
MV-4-11,424,Vismodegib,382,3.653918
SU-DHL-8,236,ABT737,7,-0.159218
A427,546,AZ20,35,0.163304
KARPAS-422,696,Trametinib,363,2.408935
RMG-I,182,PI-103,285,-0.752296
T47D,20,Wee1 Inhibitor,388,2.885996
SW1463,561,ABT737,7,3.453753
DG-75,647,Wnt-C59,393,4.907982
IMR-5,860,IMD-0354,189,-1.212909
SNU-61,57,Topotecan,358,3.665158
FLO-1,725,FTY-720,148,2.254244
KP-2,371,TW 37,367,0.409207
CESS,617,S-Trityl-L-cysteine,313,0.777187
IGR-37,742,CHIR-99021,96,4.792914
KE-37,691,BIBF-1120,66,2.275854
MCF7,51,Gemcitabine,153,0.184624
CAMA-1,620,BIBF-1120,66,1.913954
EFO-27,732,Serdemetan,329,4.236968
RXF393,12,CX-5461,108,2.58519
RT4,759,Rapamycin,303,-4.36606
Ca9-22,291,FH535,141,0.799301
OVCA420,663,GSK2110183B,162,3.78609
COLO-205,555,Trametinib,363,-5.569114
FADU,582,Afuresertib,11,4.459838
CAPAN-1,634,Topotecan,358,-0.593125
HMV-II,131,Olaparib,255,5.335857
SNU-16,812,5-azacytidine,1,1.044774
BICR10,4,QL-XI-92,299,4.516988
A388,535,AT7867,32,3.831068
SW1088,819,Lestaurtinib,214,-0.529453
VCaP,751,Dihydrorotenone,120,2.403598
NCI-H1092,421,Trametinib,363,3.066492
MN-60,248,AZD6482,53,4.546146
LS-180,446,Docetaxel,123,-0.787063
LU-135,134,WZ4003,397,3.542809
NCI-H1437,489,KU-55933,206,5.193695
P30-OHK,191,Cisplatin,99,0.573659
SUP-T1,818,Parthenolide,268,3.809773
KM-H2,705,Ara-G,25,5.153258
NB17,100,Tanespimycin,347,0.077718
L-363,145,Sunitinib,342,1.532064
BE-13,871,LFM-A13,215,4.84641
COLO-792,45,SU11274,341,3.362536
JJN-3,720,IOX2,190,-0.804689
YT,225,VX-11e,386,2.439653
HCC1806,592,Ispinesib Mesylate,194,-4.301877
U-266,231,Y-39983,404,2.466655
MLMA,351,HG6-64-1,179,-0.359119
Hs-746T,432,PF-00299804,276,2.343941
MDA-MB-415,408,BMS-754807,74,5.276645
KALS-1,395,MN-64,236,6.242909
VCaP,751,PRT062607,295,1.879662
GI-ME-N,79,C-75,83,3.12067
IST-SL1,76,Tanespimycin,347,0.182256
COR-L95,315,KU-55933,206,5.528644
BICR31,5,Trametinib,363,-0.082802
EC-GI-10,119,Erlotinib,137,-0.294373
Daoy,601,SU11274,341,2.436813
GB-1,370,Zibotentan,409,4.095288
NCI-H661,791,GSK2578215A,163,5.006403
RPMI-8226,13,I-BET-151,180,-0.027198
KYSE-270,714,AZD3759,44,1.045487
COLO-680N,654,Staurosporine,339,-0.427207
OSC-20,354,PF-4708671,277,3.319283
BC-1,608,SCH772984,323,1.996104
LS-180,446,LCL161,210,5.463549
A204,539,AZD5991,51,4.677318
Saos-2,758,Enzastaurin,132,6.391933
ETK-1,117,WYE-125132,394,-1.78506
HT-3,445,AZD1208,39,4.867371
HCC2218,521,WIKI4,392,3.065113
KCL-22,692,MK-1775,232,-0.56528
LU-139,133,Etoposide,138,1.531709
HCC1500,595,AZD5438,49,5.493887
HL-60,557,AZD5438,49,1.929562
JHH-4,398,UNC1215,374,1.913583
CAKI-1,641,JW-7-24-1,200,0.001447
NCI-H196,513,UNC1215,374,2.35292
NB5,99,AZ960,38,0.652887
TE-11,178,Thapsigargin,355,-5.130091
UACC-893,847,NPK76-II-72-1,245,3.755483
DBTRG-05MG,588,AZD1332,40,4.405995
NCI-H2196,486,CGP-60474,95,-1.611299
J82,456,VNLG/124,383,3.692143
SUP-T1,818,Lestaurtinib,214,-1.787308
IMR-5,860,Rapamycin,303,-3.171936
MHH-CALL-2,161,Sorafenib,337,1.649091
CESS,617,GSK319347A,168,3.663862
NCI-H838,817,LJI308,220,5.249016
CML-T1,656,GNE-317,155,-0.446655
CCK-81,289,OTX015,261,1.14491
HT-29,41,C-75,83,5.953702
NY,358,AZD8055,56,1.082454
NB(TU)1-10,368,A-443654,4,0.626507
SF539,10,OF-1,254,4.607738
NCI-H1693,496,BMS-345541,71,4.339471
HCC1937,591,GDC0810,151,5.020039
IGROV-1,54,CD532,92,0.314157
KON,388,Linsitinib,219,4.002383
LN-18,450,Nelarabine,241,6.216336
DOHH-2,671,Zoledronate,411,1.728241
no-10,363,CRT0105950,106,2.910663
HDLM-2,741,KU-55933,206,2.73783
RERF-GC-1B,187,BAY-61-3606,61,2.817035
SBC-1,192,BMS-509744,72,4.955755
ACHN,34,AZD3514,43,2.97056
OE21,280,POMHEX,292,2.851934
TE-9,155,Obatoclax Mesylate,253,1.068924
LNCaP-Clone-FGC,448,AZD6738,54,0.785359
HCC1569,594,Vinblastine,380,-2.913901
JiyoyeP-2003,545,VE821,377,2.983541
NCI-H2052,471,CI-1033,97,4.252138
RPMI-8402,220,CGP-60474,95,-2.584794
SUP-B8,838,SL0101,334,3.670955
TOV-21G,830,LCL161,210,2.327392
NCI-H1693,496,WEHI-539,389,4.832563
NCI-H1650,499,EPZ5676,136,7.179293
SUP-B15,837,A-443654,4,-1.367609
EFM-192A,690,SB52334,321,4.861401
NCI-H520,799,LJI308,220,6.125347
SU-DHL-5,223,Nelarabine,241,4.457672
BT-474,660,SB590885,322,5.523128
MG-63,319,FMK,144,6.337813
SIMA,214,XAV939,398,4.307259
LU-134-A,135,Methotrexate,225,2.902281
8305C,685,Zibotentan,409,5.84195
RD,570,KIN001-270,204,4.295359
ECC10,121,AS601245,27,2.754645
COLO-668,47,A-443654,4,-0.753468
NB69,91,BI-2536,65,-3.665268
UACC-257,23,MN-64,236,6.193425
NCI-H2405,480,5-azacytidine,1,5.053115
HT-115,328,Quizartinib,302,1.53393
KARPAS-45,695,PRIMA-1MET,294,2.382943
NCI-H1993,510,Alpelisib,19,3.554787
SCC-25,756,AZD8931,59,1.280345
OC-314,74,CD532,92,1.509837
MS-1,92,EPZ004777,135,4.410658
Calu-3,622,Y-39983,404,6.154333
A2058,538,BX795,82,1.124276
OVKATE,271,Fulvestrant,149,4.90492
COLO-829,615,Tipifarnib,356,2.863375
KYAE-1,324,Taselisib,348,1.612023
EN,729,Epothilone B,134,-4.261482
KMRC-20,392,GSK2801,166,5.875854
SK-MM-2,210,OTX015,261,2.056276
no-11,362,PF-4708671,277,3.656736
LU-165,132,I-BRD9,182,5.688661
RPMI-8866,284,Salubrinal,315,3.191315
CA46,614,TAK-715,344,2.708417
MFE-296,164,PHA-793887,283,2.885333
OC-314,74,WYE-125132,394,0.715052
SW1271,820,Venetoclax,379,4.726075
8-MG-BA,686,IWP-2,195,1.511004
NCI-H1734,493,PHA-793887,283,1.881448
Daoy,601,Tanespimycin,347,-1.273231
SR,19,QS11,301,2.20846
KELLY,697,Gefitinib,152,2.579236
OAW-28,283,Paclitaxel,265,-2.455815
OE21,280,GW-2580,174,6.030878
REH,255,Romidepsin,308,-5.794364
IST-MES1,77,Navitoclax,240,4.056489
NCI-H1341,416,UNC0638,372,4.25491
MFE-319,163,MIM1,228,3.633288
Hs-445,435,Cabozantinib,84,2.956224
NB69,91,HG-5-88-01,178,0.462145
CAL-54,632,Alectinib,17,4.456982
JHH-6,397,IC-87114,185,5.456242
CA46,614,BEN,63,5.410253
C2BBe1,867,Saracatinib,317,0.735478
CAPAN-2,643,Omipalisib,256,-2.343209
HPAC,437,PI-103,285,5.116227
U251,24,Ara-G,25,5.27911
IGROV-1,54,Pictilisib,286,-1.72142
MOG-G-CCM,326,RU-SKI 43,309,4.880516
SNU-C1,856,Vinblastine,380,-1.129352
KLE,451,GSK269962A,165,3.14864
JM1,454,Motesanib,237,4.072849
COLO-679,125,Rapamycin,303,-0.121146
SK-N-DZ,771,AS601245,27,2.560831
JVM-3,700,LY2109761,223,2.987126
HMV-II,131,Pevonedistat,275,0.777232
KLE,451,Methotrexate,225,4.735201
EW-3,59,Masitinib,224,3.622586
NCI-H2052,471,PFI3,281,5.941328
YT,225,Tivozanib,357,-0.025469
DoTc2-4510,585,KU-60019,207,2.659957
TUR,859,PHA-793887,283,-0.982726
COR-L105,313,Afuresertib,11,2.128926
SK-N-DZ,771,CAY10603,88,0.989751
NCI-H1436,459,AZD3759,44,2.628987
EVSA-T,726,EHT-1864,126,2.762045
NCI-H2291,483,BIBF-1120,66,4.299789
PC-3,14,Shikonin,332,0.108261
LAMA-84,176,Capivasertib,86,3.798505
TE-10,179,ZG-10,408,0.777548
AMO-1,681,Doxorubicin,125,-1.853937
NB5,99,LFM-A13,215,5.005722
JJN-3,720,XMD8-85,402,2.12175
TE-6,158,MG-132,226,-0.667723
TE-15,94,Parthenolide,268,4.490842
SNB75,18,5-Fluorouracil,2,4.404974
NCI-H524,798,HG-5-88-01,178,2.861462
AMO-1,681,Alpelisib,19,1.37326
EW-3,59,GSK650394,172,4.794282
HSC-2,378,VE821,377,4.043985
KINGS-1,394,Y-39983,404,5.017309
ATN-1,81,Zibotentan,409,5.224506
CAL-72,630,Mitomycin-C,230,2.620881
NCI-H1581,502,Flavopiridol,142,-2.056922
TE-15,94,XMD13-2,400,5.22008
LU-135,134,Niraparib,244,4.574437
NB10,104,glutathione,154,8.708386
697,750,PD0325901,271,0.890717
HCC2157,522,PI-103,285,-2.13392
CESS,617,MN-64,236,4.909326
MDA-MB-361,322,BIBR-1532,67,4.36528
HSC-3,377,I-BRD9,182,3.896832
FADU,582,PD0325901,271,0.873202
MRK-nu-1,352,CGP-60474,95,-1.9831
MONO-MAC-6,708,LCL161,210,3.362113
HCC-78,744,AZD5153,47,1.071491
Mo-T,403,WEHI-539,389,2.553513
CAL-27,637,LJI308,220,5.55348
TUR,859,Methotrexate,225,-3.467594
NCI-H660,792,GSK591,171,4.536224
U251,24,Tamoxifen,346,3.800689
OSC-20,354,YM201636,406,3.165588
OAW-28,283,L-Oxonoreleagnine,208,3.183833
CAPAN-2,643,I-BRD9,182,5.950934
U-87-MG,850,Voxtalisib,385,4.09227
NB10,104,Buparlisib,80,-0.535783
OCI-LY-19,266,SGC0946,331,1.464698
KGN,139,CAY10603,88,-0.50168
NCI-H1975,511,Pazopanib,269,2.864468
OCI-AML2,254,LJI308,220,1.732432
DMS-114,586,UNC1215,374,2.771672
SUP-B15,837,BIBR-1532,67,3.919746
LXF-289,169,Daporinad,118,-2.097493
DMS-79,318,Ulixertinib,369,5.244633
PC-3,14,PFI-1,279,4.129207
SW1417,547,Y-39983,404,6.183128
SK-MEL-24,777,Nelarabine,241,6.051242
PL-21,258,ZM447439,410,0.927125
NCI-H2066,470,HG-5-113-01,177,4.176174
LK-2,340,XMD8-92,403,3.077857
ACHN,34,MN-64,236,4.793599
SW872,822,PHA-665752,282,2.391589
HuO-3N1,372,CI-1033,97,2.271567
KELLY,697,OTX015,261,2.769635
MS751,412,Niraparib,244,5.075009
SBC-1,192,Fedratinib,140,2.64212
TE-1,193,AGI-5198,12,3.651383
Farage,581,Cisplatin,99,3.030287
PC-14,84,Elesclomol,128,-1.924774
LS-411N,427,WIKI4,392,4.85573
TE-6,158,AS601245,27,2.568739
Mewo,338,alpha-lipoic acid,20,8.689406
NCI-H1755,492,GSK429286A,170,3.278772
CAL-120,640,FR-180204,146,5.669662
NCI-H2170,473,KIN001-266,203,5.160693
DU-145,31,Camptothecin,85,-2.917967
OV-56,277,CZC24832,112,5.986836
DiFi,0,GNE-317,155,-0.218039
HCC-33,747,P22077,263,1.384986
HCC1599,593,Piperlongumine,289,2.657056
NCI-H3122,42,IPA-3,191,3.420112
G-361,579,alpha-lipoic acid,20,6.816075
EVSA-T,726,AR-42,24,-1.679683
SNU-1,813,Lapatinib,209,3.124501
KCL-22,692,MG-132,226,-1.937504
ZR-75-30,665,Mitoxantrone,231,4.595183
769-P,542,CUDC-101,107,-0.092784
KU812,144,BAM7,60,4.007677
NCI-H2228,484,PCI-34051,270,6.753137
TT,286,VE821,377,5.415133
BICR10,4,YK-4-279,405,1.010225
NCI-H508,524,ML323,235,5.605165
NCI-H226,44,AZD1480,41,1.701574
HCC-44,745,NPK76-II-72-1,245,1.790158
KOPN-8,719,GSK2830371,167,4.076627
ES1,110,Quizartinib,302,1.807563
KP-3,360,BAM7,60,5.807257
SCH,203,Idelalisib,187,5.808696
NCI-H292,295,GSK591,171,0.580411
HDQ-P1,740,Masitinib,224,5.222867
NCI-H510A,627,GW441756,175,3.567363
SK-MES-1,774,Embelin,129,1.689494
YH-13,148,ABT737,7,3.577519
CAMA-1,620,BAM7,60,4.536051
CTB-1,124,XMD14-99,401,4.210751
OCUM-1,357,Bryostatin 1,79,-3.942973
PANC-04-03,806,Vorinostat,384,4.432743
DBTRG-05MG,588,AS601245,27,2.659816
NCI-H2066,470,AST-1306,29,1.064258
BHT-101,676,ZG-10,408,1.681366
Caov-3,619,FTY-720,148,1.977375
LU-135,134,OSU-03012,260,-0.239921
SW1463,561,NSC-87877,247,5.763723
HCT-15,531,HG-5-88-01,178,4.956976
MM1S,877,Linsitinib,219,-0.870467
TE-5,177,PF-4708671,277,4.391534
NCI-H2141,461,XMD13-2,400,3.392925
ASH-3,293,GSK2110183B,162,2.53981
MDST8,321,OSI-930,258,4.761128
MFH-ino,137,WIKI4,392,4.916525
EoL-1-cell,118,Vismodegib,382,2.913712
NCI-H226,44,S-Trityl-L-cysteine,313,3.099642
NCI-H841,803,AST-1306,29,3.888971
KNS-42,390,CAY10603,88,0.836958
NCI-H740,787,ML323,235,5.36996
A101D,541,A-443654,4,-2.037504
NCI-H524,798,SNX-2112,336,3.264601
GCT,575,POMHEX,292,2.695382
NB13,102,WH-4-023,390,2.612792
KYSE-450,712,GDC0810,151,4.742843
TYK-nu,151,PF-00299804,276,2.160608
NCI-H3122,42,WZ3105,396,-1.429867
MOLP-8,245,FH535,141,2.228204
U251,24,CI-1040,98,2.165387
RERF-LC-MS,185,CX-5461,108,3.652704
MKN28,105,MIRA-1,229,6.272231
GI-1,115,CGP-60474,95,-2.926891
NU-DUL-1,251,PHA-665752,282,2.496754
HH,438,UNC1215,374,2.639877
MKN28,105,Tenovin-6,353,2.258271
ALL-PO,66,Tenovin-6,353,1.738232
OV-17R,278,OSI-027,257,1.849682
SN12C,17,Mycophenolic acid,238,3.245979
DMS-53,317,AR-42,24,2.206288
KE-37,691,Bryostatin 1,79,-3.735867
EFO-21,733,I-BET-151,180,1.484133
NCI-H747,525,Pazopanib,269,3.777788
SW1463,561,NPK76-II-72-1,245,6.389654
KYSE-520,710,GW441756,175,3.391011
Hs-939-T,430,Wnt-C59,393,4.599522
RL95-2,762,Mycophenolic acid,238,0.871189
NCI-H841,803,Mycophenolic acid,238,2.270314
GR-ST,876,Nilotinib,243,2.545046
OCI-AML2,254,Etoposide,138,-0.507268
WM35,667,Dihydrorotenone,120,0.991231
SNU-5,811,GDC0810,151,5.380931
SW982,824,KIN001-270,204,4.414045
SU8686,849,Masitinib,224,3.489407
CESS,617,Pevonedistat,275,-2.515772
SCC-15,757,Embelin,129,2.097093
HT-1080,556,ACY-1215,9,2.441103
Ca9-22,291,Sabutoclax,314,-0.25145
RCC-MF,550,AZD8835,58,1.940192
HCT-15,531,ABT737,7,3.198026
OVK-18,85,AZD2014,42,1.711711
Ramos-2G6-4C10,873,Fulvestrant,149,4.200916
HT-144,458,ARRY-520,26,-2.875254
J82,456,Docetaxel,123,2.645852
SNU-283,70,Dasatinib,119,3.91234
BE2-M17,866,MK-8776,234,3.969753
RCC-ER,554,Wnt-C59,393,4.765489
NH-12,366,LDN-193189,211,1.252254
639-V,687,Schweinfurthin A,324,2.88186
MFM-223,162,CRT0105950,106,2.44877
Raji,567,Voxtalisib,385,3.885241
DMS-273,316,PF-562271,278,0.763501
TE-8,156,PD173074,272,2.651605
CAL-120,640,Tenovin-6,353,2.865048
Becker,292,SB590885,322,5.289001
SH-4,753,WZ3105,396,1.381923
NCI-H1963,512,LCL161,210,5.196385
WM35,667,Epothilone B,134,-6.26091
NOMO-1,369,Gallibiscoquinazole,150,2.582797
SW948,559,GSK1904529A,161,5.653666
NCI-H322M,28,Staurosporine,339,-2.954118
NCI-H1838,518,Osimertinib,259,3.465414
ATN-1,81,ZM447439,410,0.111124
NCI-H250,477,Paclitaxel,265,-2.398198
MRK-nu-1,352,Sinularin,333,3.145757
OVISE,353,XMD14-99,401,5.62145
SK-MES-1,774,Zoledronate,411,3.992755
Hey,664,Zibotentan,409,5.210367
LAN-6,160,ZG-10,408,2.917089
DMS-53,317,Navitoclax,240,-2.939483
LAN-6,160,PF-562271,278,2.64435
TE-10,179,Bryostatin 1,79,-2.261606
23132-87,670,JNK Inhibitor VIII,197,3.922216
ESO51,331,VNLG/124,383,4.934668
NCI-H1155,419,AMG-319,21,3.865687
JJN-3,720,GSK1070916,160,0.648552
SW684,836,Seliciclib,325,5.007846
KS-1,347,kb NB 142-70,201,3.3116
Caov-3,619,PCI-34051,270,4.110161
SK-GT-2,212,JNK Inhibitor VIII,197,5.63048
RL95-2,762,PFI-3,280,4.723364
HCC-827,743,Serdemetan,329,3.94838
ES7,112,Daporinad,118,-6.855223
OVCAR-4,16,OF-1,254,3.332237
NCI-H64,795,PD173074,272,5.665713
ROS-50,229,AZD1332,40,5.350904
NCI-H2030,472,Alpelisib,19,3.107466
MFE-296,164,NG-25,242,3.900736
EFM-192A,690,Bortezomib,75,-5.726998
SNB75,18,Selisistat,326,5.899084
KYSE-270,714,Midostaurin,227,-1.546278
DB,600,I-BRD9,182,2.549924
ATN-1,81,XMD8-92,403,3.016234
IGR-37,742,Bortezomib,75,-4.958244
KYSE-410,713,WZ4003,397,4.929141
JSC-1,453,Belinostat,62,-2.039361
SNU-16,812,CUDC-101,107,1.847154
TGW,154,OTX015,261,0.021679
NCI-H1993,510,KIN001-244,202,3.623906
OAW-42,282,OSI-930,258,3.807195
SK-PN-DW,768,Topotecan,358,-2.608646
HCC-44,745,GNE-317,155,-0.033176
KALS-1,395,Belinostat,62,0.736902
YH-13,148,CCT007093,90,5.221878
JJN-3,720,HG6-64-1,179,1.364898
SK-MEL-2,9,Zoledronate,411,3.827994
TGBC1TKB,97,Pemetrexed,274,3.995565
MDA-MB-330,409,AZD5153,47,2.392476
ACHN,34,AZD6094,52,3.339743
SU-DHL-1,209,Wee1 Inhibitor,388,-1.341489
JHU-029,455,AZD5363,48,2.006552
LAN-6,160,PD0325901,271,-1.441579
SK-MEL-30,211,LCL161,210,2.733599
NCI-H1435,425,Lapatinib,209,3.704726
OVCAR-4,16,Embelin,129,2.844196
KP-N-YN,348,Sorafenib,337,3.172005
BL-41,674,Uprosertib,375,1.38819
OVKATE,271,N-acetyl cysteine,239,10.774847
SNU-387,841,RU-SKI 43,309,4.918406
NCI-H345,475,ZSTK474,412,5.361654
SK-MEL-5,7,PF-562271,278,3.667826
IHH-4,385,alpha-lipoic acid,20,6.713736
A704,572,RVX-208,312,4.495
HuO-3N1,372,CCT-018159,89,3.204717
NCI-H1869,517,Bromosporine,78,3.050769
NCI-H2227,485,Vorinostat,384,0.522277
SUIT-2,195,Sabutoclax,314,1.609788
EPLC-272H,728,Afuresertib,11,1.086636
NCI-H2196,486,JNK Inhibitor VIII,197,5.775347
OCI-AML3,268,CAY10566,87,2.098334
JHH-7,396,kb NB 142-70,201,3.416345
MFE-280,165,Embelin,129,2.671709
NCI-H23,43,WEHI-539,389,4.362666
KYM-1,344,AZD5991,51,5.139414
CHP-134,126,AT-7519,30,1.553771
KYAE-1,324,SL0101,334,3.805891
QIMR-WIL,272,NPK76-II-72-1,245,1.469966
SNU-475,855,Embelin,129,4.387221
A498,35,FTI-277,147,2.368892
Hs-766T,431,AZD5363,48,3.824657
DOK,333,P22077,263,5.868246
HEL,381,Afatinib,10,1.830878
NCI-H211,465,NPK76-II-72-1,245,-1.358295
KARPAS-1106P,699,Venetoclax,379,1.336764
OSC-20,354,Buparlisib,80,1.587826
CaR-1,290,AR-42,24,-0.132319
SC-1,217,AT7867,32,2.331557
HSC-2,378,GSK2578215A,163,4.474409
EKVX,30,UNC0642,373,2.575654
JHH-7,396,Teniposide,352,0.649975
NB5,99,OSU-03012,260,2.536268
FU-OV-1,724,Telomerase Inhibitor IX,349,1.064136
MS-1,92,PHA-793887,283,1.151912
SW872,822,Entospletinib,131,5.53069
COLO-824,652,JQ12,199,2.415886
WM1552C,669,CPI-613,103,4.664645
SR,19,Alisertib,18,-3.697335
NCI-H345,475,Zoledronate,411,3.810443
SW684,836,Tivozanib,357,1.467378
SNU-16,812,JQ1,198,-0.531511
CTB-1,124,WZ4003,397,4.888347
NB17,100,5-Fluorouracil,2,2.20839
SH-4,753,YK-4-279,405,3.623002
NCI-H1155,419,BIX02189,69,4.302741
T98G,832,YK-4-279,405,2.422451
NCI-H1770,491,Vinorelbine,381,-3.608883
GI-ME-N,79,Zoledronate,411,4.694507
OSC-20,354,Mycophenolic acid,238,1.554242
PANC-02-03,808,JNK Inhibitor VIII,197,6.916889
TE-15,94,PRIMA-1MET,294,6.283012
OVCAR-4,16,Alpelisib,19,5.762982
JM1,454,PHA-665752,282,2.380007
LU-165,132,Y-39983,404,5.157394
CAS-1,67,Pictilisib,286,0.905213
EKVX,30,AZD8835,58,3.058408
PL-21,258,YM201636,406,0.700222
OCI-LY-19,266,CCT245232,91,-3.737428
HAL-01,129,GSK-LSD1,158,1.639895
NB6,98,GSK319347A,168,4.240403
SK-HEP-1,781,AZD5582,50,3.403878
SK-MEL-5,7,Dacarbazine,114,5.821491
CHP-126,127,Dabrafenib,113,5.262698
U-698-M,237,AZD5582,50,0.932761
SNU-398,842,STF-62247,340,4.384568
RCC-MF,550,MK-1775,232,2.705158
HT55,334,Kobe2602,205,4.691146
OAW-28,283,Dacarbazine,114,5.882986
EB2,584,RU-SKI 43,309,4.056546
UM-UC-3,843,Amuvatinib,22,3.576869
SNU-423,858,SB216763,319,5.599187
8-MG-BA,686,L-Oxonoreleagnine,208,3.458562
NOMO-1,369,Voxtalisib,385,5.51958
SW872,822,Tretinoin,364,4.183435
WM793B,666,Linifanib,218,2.339348
23132-87,670,OF-1,254,4.324027
BICR22,287,Pyridostatin,296,3.506068
MFH-ino,137,OSU-03012,260,-0.60185
MOLM-16,246,Leflunomide,212,4.187527
RPMI-8866,284,IWP-2,195,2.128635
FADU,582,Dasatinib,119,1.633728
SNU-5,811,Bleomycin,70,3.110106
TE-6,158,Pyridostatin,296,3.834565
KELLY,697,GSK2830371,167,4.724177
TGW,154,AS605240,28,2.043336
HT-144,458,PFI-3,280,4.823303
SJSA-1,783,BI-2536,65,-1.21976
KCL-22,692,Telomerase Inhibitor IX,349,-0.213439
SC-1,217,PD173074,272,2.821337
IMR-5,860,AZD1208,39,4.472009
KM-H2,705,CCT-018159,89,3.54915
SW780,823,Shikonin,332,-0.58211
HEL,381,AMG-319,21,4.372633
SW756,835,Methotrexate,225,0.038637
Daoy,601,TWS119,368,2.38178
NCI-H2170,473,Tretinoin,364,3.748389
HCC1937,591,BX795,82,4.469736
T84,528,Sapitinib,316,3.039194
ROS-50,229,AZD1480,41,3.241777
KARPAS-45,695,Midostaurin,227,-0.781892
SU-DHL-8,236,Dihydrorotenone,120,0.159817
NCI-N87,814,torin2,360,-1.779067
LS-513,443,S-Trityl-L-cysteine,313,1.475813
EC-GI-10,119,GW-2580,174,5.145681
NCI-H747,525,Doxorubicin,125,-1.52735
SW620,565,KU-55933,206,7.722715
CHP-134,126,Quizartinib,302,1.602692
ECC10,121,Palbociclib,266,3.505969
U-87-MG,850,Dacarbazine,114,5.796795
RH-1,240,LFM-A13,215,4.221709
EBC-1,288,IC-87114,185,5.703642
CAS-1,67,QL-XI-92,299,4.269009
NCI-H2141,461,NG-25,242,2.878258
VA-ES-BJ,840,Paclitaxel,265,-3.517913
D-502MG,63,BI-2536,65,-0.062537
GA-10,576,UMI-77,370,1.76127
SK-GT-4,285,Rucaparib,310,5.905274
Hs-683,433,MK-2206,233,2.495151
A704,572,RU-SKI 43,309,4.041844
BONNA-12,673,GSK2606414,164,2.669784
SK-PN-DW,768,CI-1040,98,2.958854
HCC-15,748,ARRY-520,26,-2.308545
NCI-H596,796,WIKI4,392,4.209
JHOS-2,142,Doramapimod,124,4.319123
HH,438,Dihydrorotenone,120,1.263821
BE-13,871,Pemetrexed,274,2.577347
OC-314,74,Avagacestat,33,5.202167
HSC-3,377,TW 37,367,-1.087526
MDA-MB-231,50,AZD3759,44,2.89827
NCI-H524,798,BI-2536,65,-4.259847
NCI-H2087,467,GSK1904529A,161,5.539453
CAL-33,642,Lestaurtinib,214,0.078782
CAMA-1,620,Dactinomycin,116,-4.768707
KYSE-510,711,Entinostat,130,1.371411
NMC-G1,364,Etoposide,138,1.113782
MDA-MB-231,50,PRT062607,295,4.012944
TE-4,95,Vinorelbine,381,-4.705652
SK-MM-2,210,CUDC-101,107,-0.461201
SUP-T1,818,CD532,92,-0.877704
NCI-H2081,469,EPZ5676,136,5.217147
SW756,835,Zibotentan,409,5.994646
IGR-37,742,AICA Ribonucleotide,15,8.682865
HCE-4,1,Belinostat,62,3.942212
ST486,857,MIRA-1,229,3.383461
SU-DHL-4,222,Motesanib,237,4.393501
NCI-H226,44,PRT062607,295,3.913154
NCI-H64,795,Pazopanib,269,3.13583
NCI-H23,43,PI-103,285,4.187825
SW756,835,AZD1480,41,2.498916
B-CPAP,680,Alisertib,18,1.31563
HeLa,569,IPA-3,191,3.361432
G-401,578,GSK2110183B,162,1.976893
LNCaP-Clone-FGC,448,FH535,141,2.661364
NUGC-4,359,Ara-G,25,5.564191
NB13,102,CAY10566,87,3.185067
HT-144,458,I-BET-151,180,1.232979
MOLM-13,247,AST-1306,29,1.83443
MHH-CALL-2,161,MN-64,236,4.722639
HCC-44,745,GSK1059615,159,2.033279
CAL-29,636,GSK-LSD1,158,3.109167
SNU-1040,72,BEN,63,1.667478
